,UPosTag,Animacy,Number,Case,Gender,UPosTag.1,Number.1,Person,Case.1,Gender.1,delta,label
441,NOUN,Inan,Plur,Gen,Fem,PRON,Plur,3.0,Gen,,6,1
442,NOUN,Inan,Plur,Gen,Fem,PRON,Plur,3.0,Gen,,2,1
443,NOUN,Inan,Sing,Acc,Masc,PRON,Plur,3.0,Gen,,17,1
444,NOUN,Inan,Sing,Gen,Masc,PRON,Plur,3.0,Gen,,17,1
445,NOUN,Inan,Sing,Gen,Fem,PRON,Plur,3.0,Gen,,4,1
446,NOUN,Inan,Sing,Gen,Fem,PRON,Plur,3.0,Gen,,9,1
447,PRON,,Plur,Gen,,PRON,Plur,3.0,Gen,,18,1
448,PRON,,Plur,Gen,,PRON,Plur,3.0,Acc,,25,1
449,NOUN,Inan,Sing,Ins,Masc,PRON,Plur,3.0,Gen,,7,1
450,CCONJ,,,,,PRON,Plur,3.0,Gen,,3,1
451,CCONJ,,,,,PRON,Plur,3.0,Acc,,5,1
452,ADP,,,,,PRON,Plur,3.0,Gen,,8,1
453,PUNCT,,,,,PRON,Plur,3.0,Gen,,2,1
454,CCONJ,,,,,PRON,Plur,3.0,Gen,,3,1
455,NOUN,Inan,Sing,Gen,Neut,PRON,Plur,3.0,Gen,,4,1
456,NOUN,Inan,Sing,Gen,Neut,NOUN,Sing,,Nom,Masc,9,0
457,NOUN,Inan,Plur,Gen,Fem,PRON,Sing,3.0,Loc,Masc,8,0
458,NOUN,Inan,Sing,Nom,Neut,NOUN,Sing,,Gen,Fem,8,0
459,NOUN,Inan,Sing,Gen,Neut,PRON,Plur,3.0,Acc,,9,0
460,NOUN,Inan,Sing,Gen,Neut,DET,,,,,9,0
461,NOUN,Inan,Plur,Ins,Masc,PRON,Plur,3.0,Gen,,8,0
462,NOUN,Inan,Sing,Gen,Neut,DET,,,,,6,0
463,NOUN,Inan,Sing,Acc,Fem,PRON,Plur,3.0,Acc,,8,0
464,NOUN,Inan,Sing,Ins,Masc,PRON,Sing,3.0,Gen,Masc,5,0
465,NOUN,Inan,Plur,Gen,Fem,NOUN,Sing,,Gen,Fem,9,0
466,NOUN,Inan,Sing,Ins,Fem,ADJ,Sing,,Gen,Fem,1,0
467,NOUN,Inan,Sing,Gen,Fem,PRON,Sing,3.0,Nom,Masc,5,0
468,NOUN,Inan,Plur,Loc,Masc,ADP,,,,,6,0
469,NOUN,Anim,Plur,Dat,Fem,PRON,Plur,3.0,Gen,,8,0
470,NOUN,Inan,Sing,Gen,Neut,NOUN,Sing,,Gen,Fem,4,0
471,NOUN,Inan,Sing,Acc,Fem,ADP,,,,,8,0
472,NOUN,Inan,Sing,Gen,Masc,PRON,Sing,3.0,Gen,Masc,2,1
473,NOUN,Inan,Sing,Gen,Masc,PRON,Sing,3.0,Gen,Masc,5,1
474,NOUN,Inan,Sing,Gen,Masc,PRON,Sing,3.0,Gen,Masc,2,1
475,NOUN,Inan,Sing,Gen,Masc,PRON,Sing,3.0,Gen,Masc,2,1
476,NOUN,Inan,Sing,Gen,Masc,PRON,Sing,3.0,Gen,Masc,2,1
477,NOUN,Inan,Plur,Gen,Fem,PRON,Sing,3.0,Gen,Masc,14,1
478,NOUN,Inan,Sing,Gen,Fem,PRON,Sing,3.0,Gen,Masc,6,1
479,NOUN,Inan,Sing,Gen,Masc,PRON,Sing,3.0,Gen,Masc,1,1
480,NOUN,Inan,Sing,Nom,Neut,PRON,Sing,3.0,Gen,Masc,10,1
481,NOUN,Inan,Sing,Nom,Neut,DET,,,,,12,1
482,NOUN,Inan,Plur,Gen,Masc,PRON,Sing,3.0,Gen,Masc,3,1
483,ADJ,Inan,Sing,Acc,Masc,PRON,Sing,3.0,Gen,Masc,3,1
484,NOUN,Inan,Sing,Gen,Fem,PRON,Sing,3.0,Gen,Masc,4,1
485,NOUN,Inan,Plur,Gen,Masc,PRON,Sing,3.0,Gen,Masc,2,1
486,NOUN,Inan,Sing,Gen,Neut,PRON,Sing,3.0,Gen,Masc,10,1
487,NOUN,Inan,Plur,Gen,Fem,PRON,Sing,3.0,Gen,Masc,5,1
488,NOUN,Inan,Sing,Gen,Masc,DET,,,,,4,0
489,NOUN,Anim,Plur,Nom,Masc,DET,,,,,1,0
490,NOUN,Inan,Sing,Nom,Neut,DET,,,,,9,0
491,NOUN,Inan,Sing,Gen,Fem,DET,,,,,9,0
492,NOUN,Inan,Sing,Gen,Fem,DET,,,,,1,0
493,NOUN,Inan,Sing,Nom,Neut,DET,,,,,8,0
494,NOUN,Inan,Sing,Loc,Masc,ADV,,,,,4,0
495,NOUN,Inan,Sing,Gen,Neut,PRON,Plur,3.0,Dat,,7,0
496,NOUN,Inan,Sing,Gen,Masc,PRON,Plur,3.0,Acc,,7,0
497,NOUN,Inan,Sing,Dat,Neut,DET,,,,,2,0
498,NOUN,Inan,Sing,Nom,Neut,DET,,,,,3,0
499,NOUN,Inan,Sing,Gen,Fem,PRON,Plur,3.0,Dat,,5,0
500,NOUN,Anim,Plur,Nom,Masc,PRON,Plur,3.0,Acc,,3,0
501,NOUN,Inan,Sing,Gen,Neut,DET,,,,,1,0
502,NOUN,Inan,Plur,Nom,Fem,PRON,Plur,3.0,Acc,,6,0
503,NOUN,Inan,Sing,Nom,Neut,PRON,Plur,3.0,Dat,,10,0
504,NOUN,Inan,Sing,Gen,Neut,PRON,Plur,3.0,Nom,,5,1
505,NOUN,Inan,Plur,Nom,Fem,PRON,Plur,3.0,Nom,,12,1
506,NOUN,Inan,Plur,Nom,Masc,PRON,Plur,3.0,Nom,,14,1
507,NOUN,Inan,Sing,Gen,Fem,PRON,Plur,3.0,Nom,,6,1
508,NOUN,Inan,Sing,Gen,Fem,PRON,Plur,3.0,Nom,,5,1
509,NOUN,Inan,Sing,Gen,Fem,PRON,Plur,3.0,Nom,,3,1
510,NOUN,Inan,Sing,Gen,Fem,PRON,Plur,3.0,Nom,,4,1
511,NOUN,Inan,Sing,Gen,Fem,PRON,Plur,3.0,Nom,,3,1
512,NOUN,Inan,Sing,Ins,Fem,PRON,Plur,3.0,Nom,,2,1
513,NOUN,Inan,Plur,Gen,Masc,PRON,Plur,3.0,Nom,,15,1
514,NOUN,Inan,Sing,Acc,Fem,PRON,Plur,3.0,Nom,,4,1
515,NOUN,Inan,Sing,Gen,Neut,PRON,Plur,3.0,Acc,,8,0
516,NOUN,Inan,Sing,Gen,Neut,DET,,,,,7,0
517,NOUN,Inan,Plur,Gen,Neut,PRON,Plur,3.0,Gen,,10,0
518,NOUN,Inan,Sing,Gen,Masc,DET,,,,,2,0
519,NOUN,Inan,Plur,Gen,Neut,DET,,,,,3,0
520,NOUN,Inan,Sing,Ins,Fem,DET,,,,,2,0
521,NOUN,Inan,Sing,Nom,Fem,ADJ,Sing,,Nom,Neut,4,0
522,NOUN,Inan,Plur,Gen,Neut,PRON,Plur,3.0,Gen,,8,0
523,NOUN,Inan,Sing,Gen,Masc,DET,,,,,6,0
524,NOUN,Inan,Sing,Loc,Masc,DET,,,,,6,0
525,NOUN,Inan,Sing,Nom,Neut,PRON,Plur,3.0,Acc,,5,0
526,NOUN,Inan,Plur,Gen,Neut,PRON,Plur,3.0,Acc,,3,1
527,NOUN,Inan,Plur,Gen,Neut,PRON,Plur,3.0,Acc,,2,1
528,NOUN,Inan,Plur,Acc,Fem,PRON,Plur,3.0,Acc,,3,1
529,ADJ,,Sing,Ins,Fem,PRON,Plur,3.0,Acc,,6,1
530,NOUN,Inan,Sing,Nom,Masc,PRON,Plur,3.0,Acc,,9,1
531,NOUN,Inan,Sing,Gen,Masc,PRON,Plur,3.0,Acc,,3,1
532,NOUN,Inan,Sing,Acc,Masc,PRON,Plur,3.0,Acc,,6,1
533,VERB,,Plur,,,PRON,Plur,3.0,Acc,,2,1
534,ADP,,,,,PRON,Plur,3.0,Acc,,8,1
535,NOUN,Inan,Sing,Nom,Neut,ADP,,,,,3,0
536,NOUN,Inan,Sing,Gen,Fem,PRON,Plur,3.0,Acc,,7,0
537,NOUN,Inan,Sing,Gen,Neut,VERB,Plur,,Acc,,1,0
538,NOUN,Inan,Sing,Nom,Neut,ADP,,,,,4,0
539,NOUN,Inan,Sing,Dat,Fem,ADP,,,,,2,0
540,NOUN,Inan,Sing,Acc,Fem,ADP,,,,,1,0
541,NOUN,Inan,Sing,Acc,Masc,CCONJ,,,,,5,0
542,NOUN,Inan,Plur,Gen,Masc,ADP,,,,,3,0
543,NOUN,Inan,Plur,Nom,Fem,PRON,Plur,3.0,Acc,,10,0
544,NOUN,Inan,Sing,Gen,Masc,DET,,,,,3,1
545,NOUN,Inan,Sing,Gen,Masc,DET,,,,,9,1
546,VERB,,Plur,,,DET,,,,,7,1
547,NOUN,Inan,Plur,Gen,Masc,DET,,,,,2,1
548,NOUN,Inan,Plur,Gen,Neut,PRON,Sing,3.0,Nom,Masc,10,0
549,NOUN,Inan,Sing,Gen,Neut,DET,,,,,8,0
550,NOUN,Inan,Sing,Gen,Fem,PRON,Plur,3.0,Acc,,8,0
551,NOUN,Inan,Sing,Acc,Neut,DET,,,,,4,0
552,NOUN,Anim,Sing,Nom,Masc,DET,,,,,12,1
553,NOUN,Inan,Sing,Gen,Masc,DET,,,,,3,1
554,NOUN,Inan,Sing,Gen,Masc,PRON,Sing,3.0,Dat,Masc,9,1
555,ADJ,,Plur,Nom,,DET,,,,,14,1
556,NOUN,Inan,Sing,Gen,Masc,DET,,,,,2,1
557,NOUN,Inan,Sing,Gen,Fem,DET,,,,,10,1
558,NOUN,Inan,Sing,Gen,Masc,DET,,,,,3,1
559,NOUN,Inan,Sing,Gen,Masc,PRON,Sing,3.0,Dat,Masc,9,1
560,NOUN,Inan,Sing,Acc,Fem,PRON,Plur,3.0,Acc,,4,0
561,NOUN,Anim,Sing,Ins,Fem,DET,,,,,10,0
562,NOUN,Inan,Sing,Acc,Masc,DET,,,,,6,0
563,NOUN,Inan,Plur,Ins,Fem,DET,,,,,3,0
564,NOUN,Inan,Plur,Ins,Fem,DET,,,,,4,0
565,NOUN,Inan,Sing,Gen,Fem,DET,,,,,9,0
566,NOUN,Inan,Sing,Gen,Neut,DET,,,,,5,0
567,NOUN,Inan,Sing,Acc,Fem,DET,,,,,1,0
568,ADJ,,Sing,Nom,Masc,DET,,,,,6,1
569,NOUN,Inan,Plur,Gen,Masc,DET,,,,,10,1
570,NOUN,Inan,Sing,Gen,Neut,DET,,,,,8,1
571,NOUN,Inan,Sing,Gen,Masc,DET,,,,,5,1
572,NOUN,Inan,Plur,Gen,Masc,DET,,,,,2,1
573,ADV,,,,,DET,,,,,5,1
574,NOUN,Inan,Plur,Gen,Masc,DET,,,,,5,1
575,NOUN,Inan,Sing,Gen,Masc,DET,,,,,2,1
576,NOUN,Inan,Sing,Ins,Masc,DET,,,,,9,0
577,NOUN,Inan,Plur,Gen,Neut,PRON,Plur,3.0,Acc,,8,0
578,NOUN,Inan,Sing,Acc,Fem,PRON,Sing,3.0,Gen,Masc,7,0
579,NOUN,Inan,Sing,Gen,Fem,DET,,,,,10,0
580,NOUN,Inan,Sing,Gen,Fem,DET,,,,,4,0
581,NOUN,Inan,Sing,Ins,Fem,DET,,,,,9,0
582,NOUN,Anim,Sing,Nom,Masc,DET,,,,,1,0
583,NOUN,Inan,Plur,Nom,Masc,PRON,Sing,3.0,Gen,Masc,3,0
584,NOUN,Inan,Sing,Gen,Neut,PRON,Sing,3.0,Gen,Masc,2,1
585,NOUN,Inan,Sing,Acc,Masc,PRON,Sing,3.0,Gen,Masc,8,1
586,NOUN,Inan,Plur,Acc,Fem,PRON,Sing,3.0,Gen,Masc,16,1
587,NOUN,Inan,Sing,Nom,Masc,PRON,Sing,3.0,Gen,Masc,11,1
588,NOUN,Inan,Plur,Nom,Fem,PRON,Sing,3.0,Gen,Masc,6,1
589,NOUN,Inan,Plur,Nom,Fem,PRON,Sing,3.0,Gen,Masc,5,1
590,NOUN,Inan,Plur,Gen,Neut,PRON,Sing,3.0,Gen,Masc,2,1
591,NOUN,Inan,Sing,Gen,Fem,PRON,Sing,3.0,Gen,Masc,2,1
592,NOUN,Inan,Sing,Nom,Neut,DET,,,,,1,0
593,NOUN,Inan,Plur,Gen,Fem,PRON,Sing,3.0,Gen,Masc,6,0
594,NOUN,Inan,Sing,Gen,Fem,PRON,Plur,3.0,Acc,,4,0
595,NOUN,Inan,Sing,Ins,Masc,PRON,Sing,3.0,Nom,Masc,3,0
596,NOUN,Inan,Sing,Gen,Masc,DET,,,,,4,0
597,NOUN,Inan,Sing,Gen,Fem,PRON,Sing,3.0,Gen,Masc,3,0
598,NOUN,Inan,Sing,Ins,Masc,DET,,,,,1,0
599,NOUN,Inan,Sing,Loc,Masc,PRON,Plur,3.0,Nom,,5,0
600,NOUN,Inan,Sing,Gen,Fem,DET,,,,,5,1
601,NOUN,Anim,Plur,Loc,Masc,DET,,,,,7,1
602,NOUN,Inan,Sing,Gen,Fem,PRON,Plur,3.0,Gen,,7,0
603,NOUN,Inan,Plur,Ins,Masc,DET,,,,,1,0
604,NOUN,Inan,Sing,Gen,Masc,PRON,Sing,3.0,Loc,Masc,13,1
605,NOUN,Inan,Sing,Loc,Masc,PRON,Sing,3.0,Loc,Masc,4,1
606,NOUN,Inan,Sing,Loc,Masc,DET,,,,,8,1
607,NOUN,Inan,Sing,Ins,Masc,PRON,Sing,3.0,Loc,Masc,11,1
608,NOUN,Inan,Sing,Ins,Masc,DET,,,,,14,1
609,NOUN,Inan,Sing,Acc,Masc,PRON,Sing,3.0,Loc,Masc,5,1
610,NOUN,Inan,Sing,Acc,Masc,DET,,,,,11,1
611,NOUN,Inan,Sing,Nom,Neut,PRON,Sing,3.0,Loc,Masc,7,1
612,NOUN,Inan,Sing,Gen,Masc,PRON,Sing,3.0,Loc,Masc,4,1
613,NOUN,Inan,Sing,Gen,Masc,PRON,Sing,3.0,Loc,Masc,2,1
614,NOUN,Inan,Sing,Nom,Masc,PRON,Sing,3.0,Loc,Masc,12,1
615,NOUN,Anim,Plur,Nom,Masc,PRON,Sing,3.0,Loc,Masc,3,1
616,PUNCT,,,,,PRON,Sing,3.0,Loc,Masc,5,1
617,NOUN,Inan,Sing,Gen,Masc,PRON,Sing,3.0,Loc,Masc,13,1
618,VERB,,,,,PRON,Sing,3.0,Loc,Masc,3,1
619,PUNCT,,,,,PRON,Sing,3.0,Loc,Masc,1,1
620,PUNCT,,,,,PRON,Sing,3.0,Loc,Masc,6,1
621,ADP,,,,,PRON,Sing,3.0,Loc,Masc,3,1
622,ADP,,,,,DET,,,,,12,1
623,NOUN,Inan,Sing,Gen,Fem,DET,,,,,10,0
624,NOUN,Inan,Sing,Nom,Masc,DET,,,,,8,0
625,NOUN,Inan,Plur,Acc,Neut,PRON,Sing,3.0,Ins,Fem,2,0
626,NOUN,Inan,Sing,Nom,Masc,PRON,Sing,3.0,Gen,Masc,7,0
627,NOUN,Inan,Plur,Nom,Fem,DET,,,,,1,0
628,NOUN,Inan,Sing,Nom,Fem,PRON,Sing,3.0,Gen,Masc,10,0
629,NOUN,Inan,Sing,Gen,Neut,PRON,Sing,3.0,Loc,Masc,2,0
630,NOUN,Inan,Sing,Nom,Fem,PRON,Sing,3.0,Gen,Masc,5,0
631,NOUN,Inan,Sing,Gen,Masc,DET,,,,,8,0
632,NOUN,Inan,Sing,Ins,Fem,DET,,,,,1,0
633,NOUN,Inan,Plur,Ins,Masc,DET,,,,,2,0
634,NOUN,Inan,Sing,Gen,Fem,ADJ,Sing,,Acc,Neut,6,0
635,NOUN,Inan,Sing,Acc,Fem,DET,,,,,6,0
636,NOUN,Inan,Sing,Gen,Fem,DET,,,,,2,0
637,NOUN,Inan,Sing,Nom,Masc,DET,,,,,5,0
638,NOUN,Inan,Sing,Acc,Neut,ADV,,,,,2,0
639,NOUN,Inan,Sing,Nom,Masc,PRON,Sing,3.0,Loc,Masc,6,0
640,NOUN,Inan,Sing,Gen,Fem,ADV,,,,,6,0
641,NOUN,Inan,Sing,Gen,Masc,DET,,,,,7,0
642,NOUN,Inan,Plur,Gen,Fem,PRON,Plur,3.0,Gen,,11,1
643,NOUN,Anim,Sing,Gen,Fem,PRON,Plur,3.0,Gen,,6,1
644,NOUN,Inan,Sing,Dat,Fem,PRON,Plur,3.0,Gen,,3,1
645,NOUN,Inan,Sing,Dat,Fem,PRON,Plur,3.0,Gen,,3,1
646,NOUN,Inan,Sing,Dat,Fem,DET,,,,,13,1
647,NOUN,Anim,Sing,Nom,Masc,PRON,Plur,3.0,Gen,,6,1
648,NOUN,Anim,Plur,Dat,Masc,PRON,Plur,3.0,Gen,,13,1
649,NOUN,Inan,Plur,Acc,Masc,PRON,Plur,3.0,Gen,,7,1
650,NOUN,Inan,Sing,Nom,Fem,PRON,Plur,3.0,Gen,,12,1
651,ADJ,Inan,Plur,Acc,,PRON,Plur,3.0,Gen,,3,1
652,ADJ,Inan,Plur,Acc,,DET,,,,,7,1
653,NOUN,Inan,Plur,Gen,Masc,PRON,Plur,3.0,Gen,,2,1
654,NOUN,Anim,Plur,Nom,Masc,PRON,Plur,3.0,Gen,,7,1
655,ADJ,,,,,PRON,Plur,3.0,Gen,,8,1
656,NOUN,Inan,Plur,Gen,Neut,PRON,Plur,3.0,Gen,,13,1
657,NOUN,Inan,Plur,Gen,Neut,DET,,,,,17,1
658,NOUN,Inan,Plur,Gen,Masc,PRON,Plur,3.0,Gen,,7,1
659,NOUN,Inan,Plur,Gen,Masc,DET,,,,,10,1
660,NOUN,Anim,Plur,Nom,Masc,PRON,Plur,3.0,Gen,,14,1
661,NOUN,Anim,Plur,Nom,Masc,DET,,,,,16,1
662,VERB,,Sing,,,PRON,Plur,3.0,Gen,,4,1
663,NOUN,Inan,Sing,Ins,Masc,PRON,Plur,3.0,Gen,,5,1
664,NOUN,Inan,Sing,Gen,Fem,PRON,Plur,3.0,Gen,,3,1
665,ADJ,,Plur,Ins,,PRON,Plur,3.0,Gen,,9,1
666,VERB,,Sing,,,PRON,Plur,3.0,Gen,,10,1
667,NOUN,Anim,Sing,Gen,Fem,PRON,Plur,3.0,Gen,,1,1
668,NOUN,Inan,Sing,Acc,Neut,DET,,,,,1,0
669,NOUN,Anim,Sing,Nom,Masc,PRON,Plur,3.0,Acc,,4,0
670,NOUN,Inan,Sing,Nom,Neut,PRON,Sing,3.0,Nom,Fem,7,0
671,NOUN,Inan,Sing,Nom,Neut,PRON,Plur,3.0,Acc,,2,0
672,NOUN,Inan,Sing,Nom,Masc,DET,,,,,5,0
673,NOUN,Anim,Plur,Nom,Masc,PRON,Sing,3.0,Nom,Fem,10,0
674,NOUN,Inan,Sing,Gen,Neut,DET,,,,,1,0
675,NOUN,Anim,Sing,Nom,Fem,DET,,,,,1,0
676,NOUN,Inan,Sing,Loc,Masc,PRON,Plur,3.0,Nom,,6,0
677,NOUN,Inan,Sing,Acc,Fem,PRON,Sing,3.0,Gen,Masc,1,0
678,NOUN,Inan,Plur,Loc,Masc,PRON,Plur,3.0,Acc,,10,0
679,NOUN,Inan,Sing,Loc,Masc,PRON,Sing,3.0,Gen,Masc,4,0
680,NOUN,Inan,Sing,Gen,Neut,PRON,Sing,3.0,Nom,Fem,4,0
681,NOUN,Inan,Sing,Nom,Masc,PRON,Plur,3.0,Nom,,4,0
682,NOUN,Inan,Sing,Acc,Neut,DET,,,,,4,0
683,NOUN,Inan,Sing,Acc,Fem,PRON,Plur,3.0,Acc,,5,0
684,NOUN,Inan,Plur,Loc,Masc,DET,,,,,6,0
685,NOUN,Inan,Sing,Dat,Neut,DET,,,,,5,0
686,NOUN,Inan,Plur,Loc,Fem,PRON,Plur,3.0,Nom,,4,0
687,NOUN,Anim,Sing,Acc,Masc,PRON,Plur,3.0,Acc,,1,0
688,NOUN,Inan,Sing,Nom,Neut,DET,,,,,1,0
689,NOUN,Inan,Sing,Acc,Fem,PRON,Plur,3.0,Nom,,7,0
690,NOUN,Inan,Sing,Nom,Fem,PRON,Sing,3.0,Gen,Masc,3,0
691,NOUN,Inan,Sing,Nom,Neut,DET,,,,,8,0
692,NOUN,Inan,Sing,Acc,Masc,PRON,Plur,3.0,Acc,,4,0
693,NOUN,Inan,Sing,Nom,Fem,DET,,,,,5,0
